X;Y;STD
215.459991;11.878695;1.271605
216.089988;11.731087;1.272852
216.719985;11.597867;1.358267
217.349982;11.372426;1.033387
217.980003;11.373477;1.019189
218.610001;11.307573;0.973605
219.239998;11.133087;0.821651
219.869995;11.230434;0.846527
220.499992;11.097573;1.035266
221.129990;11.219559;1.105254
221.759987;11.280448;1.050815
222.389984;11.222462;1.054145
223.019981;11.126912;0.928552
223.650002;10.939782;0.761429
224.280000;10.872826;0.565446
224.909997;10.827174;0.523483
225.539994;10.830000;0.531340
226.169991;10.822500;0.530176
226.799989;10.804500;0.537200
227.429986;10.803168;0.516372
228.059983;10.755000;0.495222
228.689981;10.762499;0.391569
229.320002;10.757324;0.387611
229.949999;10.778999;0.414674
230.579996;10.843500;0.365848
231.209993;10.884000;0.404289
231.839991;10.980000;0.472112
232.469988;11.089500;0.526280
233.099985;11.166521;0.572558
233.729982;11.214000;0.606974
234.360003;11.279999;0.688200
234.990001;11.356739;0.570533
235.619998;11.326500;0.539767
236.249995;11.156999;0.518266
236.879992;11.011304;0.503370
237.509990;10.897499;0.388804
238.139987;10.918477;0.355518
238.769984;10.919999;0.336817
239.399981;10.974044;0.359907
240.030003;10.909191;0.351561
240.660000;10.888044;0.395419
241.289997;10.921544;0.485687
241.919994;10.978676;0.559791
242.549992;10.975588;0.666631
243.179989;11.099117;0.869418
243.809986;10.794926;1.447355
244.439983;10.294633;1.887288
245.069981;9.747787;2.352575
245.700002;9.518055;2.584725
246.329999;8.904000;2.543254
246.959996;8.181923;2.328451
247.589993;8.451470;1.848642
248.219991;9.751388;1.306154
248.849988;10.423125;1.222162
249.479985;10.051034;1.645452
250.109982;10.231666;1.744704
250.739980;9.780000;1.542848
251.370001;9.954677;1.511610
251.999998;10.107541;1.606065
252.629995;10.100656;1.730431
253.259993;10.148158;1.475055
253.889990;10.528269;1.330406
254.519987;10.371226;1.238462
255.149984;10.141090;1.433785
255.779982;9.732545;1.280807
256.410003;9.367646;1.146137
257.040000;9.087273;1.143543
257.669997;9.305930;1.216733
258.299994;10.057250;1.580833
258.929992;11.167153;1.234219
259.559989;11.294551;1.103674
260.189986;11.175448;1.136430
260.819983;11.023409;0.939059
261.449981;10.869090;0.872050
262.080002;10.743923;0.770076
262.709999;10.683750;0.733123
263.339996;10.665703;0.760300
263.969994;10.656667;0.867641
264.599991;10.689677;0.773856
265.229988;10.732016;0.835996
265.859985;10.720327;0.839079
266.489983;10.694250;0.755911
267.119980;10.580500;0.748954
267.750001;10.394999;0.768434
268.379998;10.119827;0.977593
269.009995;9.791727;1.181545
269.639993;9.861063;1.089864
270.269990;9.700833;1.264922
270.899987;8.020384;0.683637
